NumeroCredito,NumeroCuota,CuotadelMes,AtrasoPago,CapitalPagado,InteresesPagados,IVA Pagado
300112,4,312.39,19,166.05,126.16,20.19
300112,5,312.67,8,167.39,125.24,20.04
300112,6,312.93,19,168.73,124.32,19.89
300112,7,313.20,17,170.08,123.38,19.74
300112,8,313.48,3,171.44,122.44,19.59
300112,9,313.76,-2,172.83,121.50,19.44
300112,10,314.04,12,174.21,120.54,19.29
300112,11,314.32,-1,175.61,119.58,19.13
300112,12,314.60,7,177.01,118.61,18.98
300112,13,314.89,12,178.44,117.63,18.82
300112,14,315.18,-2,179.87,116.64,18.66
300112,15,315.47,2,181.31,115.65,18.50
300112,16,315.77,-3,182.78,114.65,18.34
300112,17,316.06,13,184.24,113.63,18.18
300112,18,316.36,8,185.73,112.62,18.02
300112,19,316.66,15,187.21,111.59,17.85
300112,20,316.97,20,188.72,110.56,17.69
300112,21,317.27,13,190.23,109.51,17.52
300112,22,317.58,11,191.76,108.46,17.35
300113,1,1688.22,19,823.58,745.38,119.26
300113,2,1666.11,11,852.24,701.61,112.26
300113,3,1672.09,-3,881.90,681.20,108.99
300113,4,1678.28,3,912.58,660.08,105.61
300113,5,0.00,16,0.00,0.00,0.00
300114,1,1430.72,13,1015.13,358.27,57.32
300114,2,1434.28,10,1032.79,346.12,55.38
300114,3,0.00,18,0.00,0.00,0.00
300114,4,0.00,19,0.00,0.00,0.00
300114,5,0.00,11,0.00,0.00,0.00
300114,6,0.00,13,0.00,0.00,0.00
300114,7,0.00,6,0.00,0.00,0.00
300114,8,0.00,5,0.00,0.00,0.00
300114,9,0.00,4,0.00,0.00,0.00
300114,10,0.00,0,0.00,0.00,0.00
300115,1,2505.22,4,1222.14,1106.10,176.98
300115,2,2472.42,20,1264.68,1041.15,166.58
300115,3,2481.29,-1,1308.69,1010.86,161.74
300115,4,2490.48,10,1354.23,979.52,156.72
300115,5,2499.99,-3,1401.36,947.09,151.53
300116,1,730.10,17,256.69,408.11,65.30
300116,2,493.82,10,258.76,202.64,32.42
300116,3,494.23,9,260.84,201.20,32.19
300116,4,494.66,19,262.92,199.77,31.96
300116,5,495.08,12,265.04,198.32,31.73
300116,6,0.00,1,0.00,0.00,0.00
300116,7,0.00,18,0.00,0.00,0.00
300116,8,0.00,20,0.00,0.00,0.00
300116,9,0.00,15,0.00,0.00,0.00
300116,10,0.00,18,0.00,0.00,0.00
300116,11,0.00,10,0.00,0.00,0.00
300116,12,0.00,2,0.00,0.00,0.00
300116,13,0.00,11,0.00,0.00,0.00
300116,14,0.00,-4,0.00,0.00,0.00
300116,15,0.00,17,0.00,0.00,0.00
300116,16,0.00,9,0.00,0.00,0.00
300116,17,0.00,3,0.00,0.00,0.00
300116,18,0.00,7,0.00,0.00,0.00
300116,19,0.00,15,0.00,0.00,0.00
300116,20,0.00,3,0.00,0.00,0.00
300116,21,0.00,8,0.00,0.00,0.00
300117,1,3232.49,6,1434.71,1549.81,247.97
300117,2,2902.45,13,1484.64,1222.24,195.56
300117,3,2912.86,-1,1536.31,1186.68,189.87
300117,4,2923.65,-1,1589.78,1149.89,183.98
300118,1,567.55,0,300.60,230.13,36.82
300118,2,487.95,16,303.01,159.43,25.51
300118,3,488.44,-2,305.45,157.75,25.24
300118,4,488.95,17,307.91,156.07,24.97
300118,5,489.44,11,310.38,154.37,24.70
300118,6,489.94,1,312.87,152.65,24.42
300118,7,490.45,16,315.38,150.92,24.15
300118,8,490.96,12,317.92,149.18,23.87
300118,9,491.47,12,320.46,147.42,23.59
300118,10,492.00,15,323.04,145.65,23.30
300118,11,492.51,20,325.63,143.86,23.02
300118,12,493.05,19,328.25,142.07,22.73
300118,13,493.57,-1,330.88,140.25,22.44
300118,14,494.11,1,333.54,138.42,22.15
300118,15,494.65,4,336.22,136.58,21.85
300118,16,495.20,10,338.93,134.72,21.56
300118,17,0.00,-1,0.00,0.00,0.00
300118,18,0.00,-2,0.00,0.00,0.00
300118,19,0.00,13,0.00,0.00,0.00
300118,20,0.00,4,0.00,0.00,0.00
300118,21,0.00,8,0.00,0.00,0.00
300119,1,899.15,-1,400.82,429.60,68.74
300119,2,650.63,20,404.04,212.58,34.01
300119,3,651.29,4,407.29,210.34,33.66
300119,4,651.94,-2,410.55,208.10,33.30
300119,5,652.62,7,413.86,205.83,32.93
300119,6,653.28,12,417.17,203.54,32.57
300119,7,0.00,-1,0.00,0.00,0.00
300119,8,0.00,20,0.00,0.00,0.00
300119,9,0.00,4,0.00,0.00,0.00
300119,10,0.00,19,0.00,0.00,0.00
300119,11,0.00,20,0.00,0.00,0.00
300119,12,0.00,8,0.00,0.00,0.00
300119,13,0.00,-5,0.00,0.00,0.00
300119,14,0.00,-5,0.00,0.00,0.00
300119,15,0.00,13,0.00,0.00,0.00
300119,16,0.00,7,0.00,0.00,0.00
300119,17,0.00,5,0.00,0.00,0.00
300119,18,0.00,13,0.00,0.00,0.00
300119,19,0.00,0,0.00,0.00,0.00
300119,20,0.00,14,0.00,0.00,0.00
300120,1,461.09,18,162.11,257.74,41.24
300120,2,311.86,3,163.41,127.97,20.48
300120,3,312.13,7,164.73,127.07,20.33
300120,4,312.39,10,166.05,126.16,20.19
300120,5,312.67,7,167.39,125.24,20.04
300120,6,312.93,13,168.73,124.32,19.89
300120,7,313.20,-1,170.08,123.38,19.74
300120,8,313.48,3,171.44,122.44,19.59
300120,9,313.76,10,172.83,121.50,19.44
300120,10,314.04,5,174.21,120.54,19.29
300120,11,314.32,19,175.61,119.58,19.13
300120,12,314.60,14,177.01,118.61,18.98
300120,13,314.89,2,178.44,117.63,18.82
300120,14,315.18,19,179.87,116.64,18.66
300120,15,315.47,8,181.31,115.65,18.50
300120,16,315.77,14,182.78,114.65,18.34
300120,17,316.06,-5,184.24,113.63,18.18
300120,18,316.36,-3,185.73,112.62,18.02
300120,19,316.66,2,187.21,111.59,17.85
300120,20,316.97,14,188.72,110.56,17.69
300121,1,3093.58,20,1549.60,1331.02,212.96
300121,2,2613.19,1,1603.53,870.40,139.26
300121,3,2624.45,6,1659.32,832.01,133.12
300121,4,0.00,-3,0.00,0.00,0.00
300122,1,1602.22,7,917.00,590.71,94.51
300122,2,1261.10,-4,924.36,290.29,46.45
300122,3,1262.59,11,931.77,285.18,45.63
300122,4,1264.09,20,939.26,280.03,44.80
300122,5,1265.62,17,946.81,274.84,43.97
300122,6,1267.15,6,954.41,269.60,43.14
300122,7,1268.71,7,962.08,264.33,42.29
300122,8,1270.25,16,969.80,259.01,41.44
300122,9,1271.82,-5,977.58,253.65,40.58
300122,10,1273.40,17,985.44,248.25,39.72
300122,11,1275.02,9,993.36,242.81,38.85
300122,12,1276.62,16,1001.33,237.32,37.97
300122,13,1278.24,16,1009.37,231.78,37.08
300122,14,1279.87,10,1017.47,226.21,36.19
300122,15,1281.52,7,1025.65,220.58,35.29
300122,16,1283.19,9,1033.88,214.92,34.39
300122,17,1284.87,-3,1042.19,209.20,33.47
300122,18,1286.55,14,1050.56,203.44,32.55
300122,19,1288.25,17,1058.99,197.64,31.62
300122,20,0.00,20,0.00,0.00,0.00
300123,1,2823.79,8,1253.32,1353.85,216.62
300123,2,2535.47,-5,1296.93,1067.71,170.83
300123,3,2544.57,5,1342.07,1036.64,165.86
300123,4,0.00,7,0.00,0.00,0.00
300124,1,2753.56,14,1222.14,1320.18,211.23
300124,2,2472.42,7,1264.68,1041.15,166.58
300124,3,2481.29,18,1308.69,1010.86,161.74
300124,4,2490.48,15,1354.23,979.52,156.72
300125,1,2753.56,-4,1222.14,1320.18,211.23
300125,2,2472.42,-2,1264.68,1041.15,166.58
300125,3,2481.29,-2,1308.69,1010.86,161.74
300125,4,0.00,12,0.00,0.00,0.00
300126,1,3891.03,15,1727.00,1865.54,298.49
300126,2,3493.74,-2,1787.10,1471.24,235.40
300126,3,3506.29,5,1849.30,1428.44,228.55
300126,4,3519.26,8,1913.65,1384.15,221.46
300127,1,672.74,10,318.73,305.18,48.83
300127,2,496.21,2,321.08,150.98,24.16
300127,3,496.69,3,323.44,149.35,23.90
300127,4,497.17,-1,325.82,147.71,23.63
300127,5,497.65,7,328.23,146.06,23.37
300127,6,498.14,1,330.64,144.40,23.10
300127,7,498.63,16,333.07,142.72,22.84
300127,8,499.12,8,335.52,141.03,22.57
300127,9,499.61,18,337.99,139.33,22.29
300127,10,500.12,19,340.48,137.62,22.02
300127,11,500.64,11,342.99,135.90,21.74
300127,12,501.14,-3,345.52,134.16,21.47
300127,13,501.65,19,348.05,132.41,21.19
300127,14,502.17,3,350.62,130.65,20.90
300127,15,502.69,10,353.20,128.87,20.62
300127,16,503.22,12,355.80,127.08,20.33
300127,17,503.74,16,358.42,125.28,20.04
300127,18,504.27,-5,361.05,123.46,19.75
300127,19,504.81,20,363.71,121.63,19.46
300127,20,505.36,20,366.39,119.80,19.17
300128,1,595.59,2,209.40,332.92,53.27
300128,2,402.84,15,211.08,165.31,26.45
300128,3,403.18,9,212.78,164.14,26.26
300128,4,403.53,-1,214.49,162.96,26.07
300128,5,0.00,16,0.00,0.00,0.00
300128,6,0.00,3,0.00,0.00,0.00
300128,7,0.00,17,0.00,0.00,0.00
300128,8,0.00,-2,0.00,0.00,0.00
300128,9,0.00,1,0.00,0.00,0.00
300128,10,0.00,-1,0.00,0.00,0.00
300128,11,0.00,13,0.00,0.00,0.00
300128,12,0.00,12,0.00,0.00,0.00
300128,13,0.00,16,0.00,0.00,0.00
300128,14,0.00,3,0.00,0.00,0.00
300128,15,0.00,2,0.00,0.00,0.00
300128,16,0.00,-5,0.00,0.00,0.00
300128,17,0.00,15,0.00,0.00,0.00
300128,18,0.00,10,0.00,0.00,0.00
300128,19,0.00,20,0.00,0.00,0.00
300128,20,0.00,17,0.00,0.00,0.00
300129,1,1340.01,-3,766.92,494.04,79.05
300129,2,1054.71,15,773.08,242.78,38.85
300129,3,1054.67,7,777.99,238.51,38.16
300129,4,1057.23,20,785.56,234.21,37.47
300129,5,1058.50,15,791.86,229.86,36.78
300129,6,1059.79,2,798.22,225.48,36.08
300129,7,1056.87,10,800.42,221.07,35.37
300129,8,1062.38,-5,811.09,216.63,34.66
300129,9,1063.69,20,817.60,212.15,33.94
300129,10,1065.02,8,824.17,207.62,33.22
300129,11,1066.34,14,830.78,203.07,32.49
300129,12,1067.70,0,837.46,198.48,31.76
300129,13,1069.05,4,844.19,193.85,31.02
300129,14,1070.42,18,850.97,189.18,30.27
300129,15,1071.81,14,857.81,184.49,29.52
300129,16,1073.19,11,864.69,179.74,28.76
300129,17,0.00,20,0.00,0.00,0.00
300129,18,0.00,5,0.00,0.00,0.00
300129,19,0.00,7,0.00,0.00,0.00
300129,20,0.00,-4,0.00,0.00,0.00
300130,1,990.40,-2,566.83,365.15,58.42
300130,2,779.54,9,571.39,179.44,28.71
300130,3,780.47,4,575.98,176.28,28.21
300130,4,781.40,-4,580.61,173.10,27.70
300130,5,0.00,16,0.00,0.00,0.00
300130,6,0.00,3,0.00,0.00,0.00
300130,7,0.00,18,0.00,0.00,0.00
300130,8,0.00,18,0.00,0.00,0.00
300130,9,0.00,-4,0.00,0.00,0.00
300130,10,0.00,4,0.00,0.00,0.00
300130,11,0.00,10,0.00,0.00,0.00
300130,12,0.00,-1,0.00,0.00,0.00
300130,13,0.00,7,0.00,0.00,0.00
300130,14,0.00,5,0.00,0.00,0.00
300130,15,0.00,3,0.00,0.00,0.00
300130,16,0.00,17,0.00,0.00,0.00
300130,17,0.00,12,0.00,0.00,0.00
300130,18,0.00,-4,0.00,0.00,0.00
300130,19,0.00,12,0.00,0.00,0.00
300130,20,0.00,6,0.00,0.00,0.00
300131,1,539.45,6,240.47,257.74,41.24
300131,2,390.35,1,242.40,127.54,20.41
300131,3,390.74,15,244.35,126.20,20.19
300131,4,391.14,19,246.31,124.85,19.98
300131,5,391.54,0,248.29,123.49,19.76
300131,6,391.93,11,250.28,122.11,19.54
300131,7,392.34,2,252.29,120.73,19.32
300131,8,392.76,-4,254.32,119.34,19.09
300131,9,393.17,10,256.37,117.93,18.87
300131,10,393.58,4,258.42,116.51,18.64
300131,11,394.00,19,260.50,115.09,18.41
300131,12,394.42,2,262.59,113.64,18.18
300131,13,394.85,20,264.70,112.20,17.95
300131,14,395.28,-4,266.82,110.74,17.72
300131,15,0.00,-5,0.00,0.00,0.00
300131,16,0.00,20,0.00,0.00,0.00
300131,17,0.00,-1,0.00,0.00,0.00
300131,18,0.00,0,0.00,0.00,0.00
300131,19,0.00,-1,0.00,0.00,0.00
300131,20,0.00,-1,0.00,0.00,0.00
300132,1,749.32,0,263.45,418.85,67.02
300132,2,506.81,19,265.56,207.97,33.28
300132,3,507.24,20,267.69,206.50,33.04
300132,4,507.67,11,269.85,205.02,32.80
300132,5,508.11,5,272.02,203.53,32.57
300132,6,508.54,2,274.20,202.02,32.32
300132,7,508.99,8,276.40,200.51,32.08
300132,8,509.44,8,278.62,198.98,31.84
300132,9,509.89,3,280.85,197.44,31.59
300132,10,510.34,14,283.11,195.89,31.34
300132,11,510.81,3,285.39,194.33,31.09
300132,12,511.27,9,287.68,192.75,30.84
300132,13,511.74,14,289.99,191.16,30.59
300132,14,512.20,1,292.31,189.56,30.33
300132,15,512.69,2,294.67,187.95,30.07
300132,16,513.15,16,297.03,186.31,29.81
300132,17,0.00,15,0.00,0.00,0.00
300132,18,0.00,0,0.00,0.00,0.00
300132,19,0.00,-3,0.00,0.00,0.00
300132,20,0.00,17,0.00,0.00,0.00
300133,1,883.83,-5,310.74,494.04,79.05
300133,2,597.79,16,313.24,245.31,39.25
300133,3,598.29,-5,315.75,243.57,38.97
300133,4,598.81,10,318.28,241.83,38.69
300133,5,599.32,-3,320.84,240.06,38.41
300133,6,599.85,4,323.42,238.30,38.13
300133,7,600.36,14,326.01,236.51,37.84
300133,8,600.90,4,328.64,234.70,37.55
300133,9,601.42,-2,331.28,232.89,37.26
300133,10,601.96,14,333.93,231.06,36.97
300133,11,602.50,6,336.61,229.21,36.67
300133,12,603.05,9,339.32,227.36,36.38
300133,13,603.59,19,342.04,225.48,36.08
300133,14,604.15,18,344.79,223.59,35.77
300133,15,604.72,16,347.56,221.69,35.47
300133,16,605.28,2,350.35,219.76,35.16
300133,17,605.85,14,353.17,217.83,34.85
300133,18,606.42,4,356.01,215.87,34.54
300133,19,606.99,6,358.87,213.90,34.22
300133,20,607.58,11,361.75,211.92,33.91
300134,1,1106.93,8,633.53,408.11,65.30
300134,2,871.27,8,638.62,200.55,32.09
300134,3,872.30,17,643.75,197.02,31.52
300134,4,873.34,8,648.92,193.46,30.95
300134,5,0.00,18,0.00,0.00,0.00
300134,6,0.00,-2,0.00,0.00,0.00
300134,7,0.00,17,0.00,0.00,0.00
300134,8,0.00,-4,0.00,0.00,0.00
300134,9,0.00,20,0.00,0.00,0.00
300134,10,0.00,-4,0.00,0.00,0.00
300134,11,0.00,-2,0.00,0.00,0.00
300134,12,0.00,12,0.00,0.00,0.00
300134,13,0.00,3,0.00,0.00,0.00
300134,14,0.00,-5,0.00,0.00,0.00
300134,15,0.00,9,0.00,0.00,0.00
300134,16,0.00,15,0.00,0.00,0.00
300134,17,0.00,-4,0.00,0.00,0.00
300134,18,0.00,7,0.00,0.00,0.00
300134,19,0.00,15,0.00,0.00,0.00
300134,20,0.00,18,0.00,0.00,0.00
300135,1,539.45,15,240.47,257.74,41.24
300135,2,390.35,18,242.40,127.54,20.41
300135,3,390.74,13,244.35,126.20,20.19
300135,4,391.14,-2,246.31,124.85,19.98
300135,5,391.54,-5,248.29,123.49,19.76
300135,6,391.93,12,250.28,122.11,19.54
300135,7,392.34,7,252.29,120.73,19.32
300135,8,392.76,10,254.32,119.34,19.09
300135,9,393.17,5,256.37,117.93,18.87
300135,10,393.58,8,258.42,116.51,18.64
300135,11,394.00,6,260.50,115.09,18.41
300135,12,394.42,17,262.59,113.64,18.18
300135,13,394.85,11,264.70,112.20,17.95
300135,14,395.28,3,266.82,110.74,17.72
300135,15,395.70,-3,268.97,109.26,17.48
300135,16,396.14,9,271.12,107.78,17.24
300135,17,396.58,16,273.30,106.28,17.00
300135,18,397.03,9,275.50,104.76,16.76
300135,19,397.47,5,277.71,103.24,16.52
300135,20,397.91,-5,279.94,101.70,16.27
300136,1,1037.55,9,364.79,579.97,92.79
300136,2,701.77,9,367.72,287.97,46.08
300136,3,702.36,-1,370.67,285.94,45.75
300136,4,702.95,10,373.64,283.89,45.42
300136,5,703.56,19,376.65,281.82,45.09
300136,6,704.18,16,379.68,279.74,44.76
300136,7,704.80,9,382.73,277.65,44.42
300136,8,705.41,17,385.80,275.53,44.08
300136,9,706.03,3,388.89,273.39,43.74
300136,10,706.66,8,392.02,271.25,43.40
300136,11,707.30,10,395.17,269.08,43.05
300136,12,707.94,-1,398.34,266.89,42.70
300136,13,708.58,16,401.54,264.69,42.35
300136,14,709.24,-1,404.76,262.48,42.00
300136,15,709.89,17,408.01,260.24,41.64
300136,16,710.55,5,411.29,257.99,41.28
300136,17,711.22,0,414.59,255.71,40.91
300136,18,711.89,10,417.92,253.42,40.55
300136,19,712.56,-5,421.27,251.11,40.18
300136,20,713.25,3,424.66,248.78,39.81
300137,1,768.54,11,270.21,429.60,68.74
300137,2,519.81,17,272.37,213.30,34.13
300137,3,520.25,-4,274.56,211.80,33.89
300137,4,520.69,4,276.76,210.28,33.65
300137,5,521.14,-3,278.99,208.75,33.40
300137,6,521.59,16,281.23,207.21,33.15
300137,7,522.05,-2,283.49,205.65,32.90
300137,8,522.51,10,285.77,204.08,32.65
300137,9,522.96,0,288.06,202.51,32.40
300137,10,523.44,10,290.37,200.92,32.15
300137,11,523.91,3,292.70,199.31,31.89
300137,12,524.38,0,295.06,197.69,31.63
300137,13,524.87,17,297.43,196.07,31.37
300137,14,525.35,4,299.82,194.42,31.11
300137,15,525.82,6,302.22,192.76,30.84
300137,16,526.31,13,304.65,191.09,30.57
300137,17,526.80,-1,307.09,189.41,30.31
300137,18,527.31,-2,309.56,187.71,30.03
300137,19,527.81,7,312.05,186.00,29.76
300137,20,528.32,5,314.55,184.28,29.48
300138,1,854.19,3,380.78,408.11,65.30
300138,2,618.10,13,383.83,201.95,32.31
300138,3,618.72,14,386.91,199.83,31.97
300138,4,619.35,11,390.03,197.69,31.63
300138,5,619.98,4,393.16,195.53,31.29
300138,6,620.62,-1,396.32,193.37,30.94
300138,7,621.25,2,399.49,191.17,30.59
300138,8,621.90,6,402.71,188.96,30.23
300138,9,622.56,6,405.94,186.74,29.88
300138,10,623.21,16,409.20,184.49,29.52
300138,11,623.88,13,412.48,182.24,29.16
300138,12,624.55,13,415.80,179.96,28.79
300138,13,625.22,14,419.14,177.66,28.42
300138,14,625.89,19,422.50,175.34,28.05
300138,15,626.59,9,425.90,173.01,27.68
300138,16,627.28,12,429.32,170.66,27.30
300138,17,627.98,-4,432.77,168.28,26.93
300138,18,628.67,-3,436.24,165.89,26.54
300138,19,0.00,12,0.00,0.00,0.00
300138,20,0.00,9,0.00,0.00,0.00
300139,1,761.03,12,310.74,388.18,62.11
300139,2,597.79,-2,313.24,245.31,39.25
300139,3,598.29,7,315.75,243.57,38.97
300139,4,598.81,6,318.28,241.83,38.69
300139,5,599.32,7,320.84,240.06,38.41
300139,6,599.85,2,323.42,238.30,38.13
300139,7,600.36,-1,326.01,236.51,37.84
300139,8,600.90,3,328.64,234.70,37.55
300139,9,601.42,3,331.28,232.89,37.26
300139,10,601.96,13,333.93,231.06,36.97
300139,11,602.50,13,336.61,229.21,36.67
300139,12,603.05,3,339.32,227.36,36.38
300139,13,603.59,1,342.04,225.48,36.08
300139,14,604.15,6,344.79,223.59,35.77
300139,15,604.72,-5,347.56,221.69,35.47
300139,16,605.28,20,350.35,219.76,35.16
300139,17,605.85,10,353.17,217.83,34.85
300139,18,606.42,19,356.01,215.87,34.54
300139,19,606.99,-2,358.87,213.90,34.22
300139,20,607.58,0,361.75,211.92,33.91
300140,1,0.00,14,0.00,0.00,0.00
300140,2,0.00,-2,0.00,0.00,0.00
300140,3,0.00,1,0.00,0.00,0.00
300140,4,0.00,-4,0.00,0.00,0.00
300140,5,0.00,13,0.00,0.00,0.00
300140,6,0.00,13,0.00,0.00,0.00
300140,7,0.00,5,0.00,0.00,0.00
300140,8,0.00,0,0.00,0.00,0.00
300140,9,0.00,6,0.00,0.00,0.00
300140,10,0.00,7,0.00,0.00,0.00
300140,11,0.00,0,0.00,0.00,0.00
300140,12,0.00,-1,0.00,0.00,0.00
300140,13,0.00,-1,0.00,0.00,0.00
300140,14,0.00,10,0.00,0.00,0.00
300140,15,0.00,16,0.00,0.00,0.00
300140,16,0.00,11,0.00,0.00,0.00
300140,17,0.00,-4,0.00,0.00,0.00
300140,18,0.00,2,0.00,0.00,0.00
300140,19,0.00,4,0.00,0.00,0.00
300140,20,0.00,19,0.00,0.00,0.00
300141,1,1156.03,-4,589.21,488.64,78.18
300141,2,996.15,16,599.46,341.97,54.72
300141,3,998.25,7,609.89,334.79,53.57
300141,4,1000.40,3,620.51,327.49,52.40
300141,5,1002.58,-1,631.31,320.06,51.21
300141,6,1004.79,1,642.29,312.50,50.00
300141,7,1007.06,20,653.47,304.82,48.77
300141,8,1009.33,19,664.83,296.99,47.52
300141,9,1011.67,5,676.40,289.02,46.24
300142,1,576.38,-2,202.65,322.18,51.55
300142,2,389.84,5,204.27,159.97,25.60
300142,3,390.17,13,205.91,158.84,25.41
300142,4,390.50,19,207.56,157.70,25.23
300142,5,390.84,14,209.23,156.56,25.05
300142,6,391.18,5,210.92,155.40,24.86
300142,7,391.51,20,212.60,154.23,24.68
300142,8,391.87,20,214.31,153.06,24.49
300142,9,392.21,15,216.03,151.88,24.30
300142,10,392.57,1,217.77,150.68,24.11
300142,11,392.91,5,219.52,149.48,23.92
300142,12,393.27,-5,221.28,148.27,23.72
300142,13,393.63,3,223.06,147.04,23.53
300142,14,393.99,17,224.86,145.81,23.33
300142,15,394.35,-5,226.65,144.57,23.13
300142,16,394.72,17,228.48,143.32,22.93
300142,17,395.09,1,230.31,142.05,22.73
300142,18,395.46,18,232.16,140.78,22.52
300142,19,395.84,11,234.03,139.49,22.32
300142,20,396.22,1,235.90,138.20,22.11
300143,1,1156.03,20,589.21,488.64,78.18
300143,2,996.15,7,599.46,341.97,54.72
300143,3,998.25,5,609.89,334.79,53.57
300143,4,1000.40,11,620.51,327.49,52.40
300143,5,1002.58,11,631.31,320.06,51.21
300143,6,1004.79,10,642.29,312.50,50.00
300143,7,1007.06,16,653.47,304.82,48.77
300143,8,1009.33,9,664.83,296.99,47.52
300143,9,1011.67,16,676.40,289.02,46.24
300144,1,990.40,8,566.83,365.15,58.42
300144,2,779.54,19,571.39,179.44,28.71
300144,3,780.47,12,575.98,176.28,28.21
300144,4,781.40,19,580.61,173.10,27.70
300144,5,782.33,-4,585.26,169.89,27.18
300144,6,783.28,12,589.97,166.65,26.66
300144,7,784.24,12,594.70,163.40,26.14
300144,8,785.21,14,599.48,160.11,25.62
300144,9,786.18,2,604.30,156.80,25.09
300144,10,787.15,18,609.15,153.46,24.55
300144,11,788.15,-5,614.04,150.09,24.02
300144,12,789.14,5,618.98,146.70,23.47
300144,13,790.14,10,623.95,143.27,22.92
300144,14,791.15,20,628.95,139.83,22.37
300144,15,792.17,19,634.00,136.35,21.82
300144,16,793.20,14,639.09,132.85,21.26
300144,17,794.24,0,644.23,129.32,20.69
300144,18,795.29,17,649.40,125.76,20.12
300144,19,796.33,17,654.62,122.17,19.55
300144,20,797.38,12,659.87,118.55,18.97
300145,1,2190.64,18,1191.95,860.94,137.75
300145,2,2010.08,8,1233.44,669.52,107.12
300145,3,2018.73,7,1276.35,639.98,102.40
300145,4,2027.69,16,1320.78,609.41,97.51
300146,1,854.19,1,380.78,408.11,65.30
300146,2,618.10,16,383.83,201.95,32.31
300146,3,618.72,-5,386.91,199.83,31.97
300146,4,619.35,14,390.03,197.69,31.63
300146,5,619.98,8,393.16,195.53,31.29
300146,6,620.62,15,396.32,193.37,30.94
300146,7,621.26,0,399.50,191.17,30.59
300146,8,621.90,20,402.71,188.96,30.23
300146,9,622.56,16,405.94,186.74,29.88
300146,10,623.21,15,409.20,184.49,29.52
300146,11,623.88,15,412.48,182.24,29.16
300146,12,624.55,12,415.80,179.96,28.79
300146,13,625.22,6,419.14,177.66,28.42
300146,14,625.89,-2,422.50,175.34,28.05
300146,15,626.59,7,425.90,173.01,27.68
300146,16,627.28,0,429.32,170.66,27.30
300146,17,627.98,20,432.77,168.28,26.93
300146,18,628.67,5,436.24,165.89,26.54
300146,19,629.38,4,439.75,163.48,26.16
300146,20,630.09,16,443.28,161.04,25.77
300147,1,4496.10,0,2997.98,1291.48,206.64
300147,2,4233.72,8,3102.31,975.35,156.06
300147,3,4255.50,0,3210.27,901.06,144.17
300147,4,4278.04,20,3322.00,824.18,131.87
300148,1,595.59,1,209.40,332.92,53.27
300148,2,0.00,-4,0.00,0.00,0.00
300148,3,0.00,12,0.00,0.00,0.00
300148,4,0.00,6,0.00,0.00,0.00
300148,5,0.00,17,0.00,0.00,0.00
300148,6,0.00,10,0.00,0.00,0.00
300148,7,0.00,4,0.00,0.00,0.00
300148,8,0.00,-1,0.00,0.00,0.00
300148,9,0.00,-1,0.00,0.00,0.00
300148,10,0.00,-3,0.00,0.00,0.00
300148,11,0.00,15,0.00,0.00,0.00
300148,12,0.00,2,0.00,0.00,0.00
300148,13,0.00,1,0.00,0.00,0.00
300148,14,0.00,0,0.00,0.00,0.00
300148,15,0.00,18,0.00,0.00,0.00
300148,16,0.00,12,0.00,0.00,0.00
300148,17,0.00,18,0.00,0.00,0.00
300148,18,0.00,-3,0.00,0.00,0.00
300148,19,0.00,12,0.00,0.00,0.00
300148,20,0.00,17,0.00,0.00,0.00
300149,1,749.32,3,263.45,418.85,67.02
300149,2,506.81,7,265.56,207.97,33.28
300149,3,507.24,15,267.69,206.50,33.04
300149,4,507.67,-2,269.85,205.02,32.80
300149,5,508.11,2,272.02,203.53,32.57
300149,6,508.54,11,274.20,202.02,32.32
300149,7,507.34,18,274.75,200.51,32.08
300149,8,509.44,11,278.62,198.98,31.84
300149,9,509.89,19,280.85,197.44,31.59
300149,10,510.34,12,283.11,195.89,31.34
300149,11,509.83,7,284.40,194.33,31.09
300149,12,511.27,7,287.68,192.75,30.84
300149,13,511.74,3,289.99,191.16,30.59
300149,14,512.20,14,292.31,189.56,30.33
300149,15,512.69,4,294.67,187.95,30.07
300149,16,513.15,11,297.03,186.31,29.81
300149,17,513.64,-4,299.42,184.67,29.55
300149,18,514.13,16,301.82,183.02,29.28
300149,19,514.61,12,304.24,181.35,29.02
300149,20,514.36,1,305.94,179.67,28.75
300150,1,3396.93,-1,2265.06,975.75,156.12
300150,2,3198.70,20,2343.89,736.91,117.91
300150,3,3215.16,-3,2425.46,680.78,108.92
300150,4,3232.18,17,2509.86,622.70,99.63
300151,1,1106.93,13,633.53,408.11,65.30
300151,2,871.27,-5,638.62,200.55,32.09
300151,3,872.30,14,643.75,197.02,31.52
300151,4,873.34,9,648.92,193.46,30.95
300151,5,874.39,15,654.13,189.88,30.38
300151,6,875.45,20,659.38,186.27,29.80
300151,7,876.53,-4,664.68,182.62,29.22
300151,8,877.59,20,670.01,178.95,28.63
300151,9,878.68,0,675.40,175.25,28.04
300151,10,879.78,19,680.82,171.51,27.44
300151,11,880.88,4,686.29,167.75,26.84
300151,12,882.00,6,691.80,163.96,26.23
300151,13,883.11,-5,697.36,160.13,25.62
300151,14,884.24,3,702.95,156.28,25.01
300151,15,885.38,4,708.60,152.39,24.38
300151,16,886.53,-3,714.29,148.48,23.76
300151,17,887.69,1,720.03,144.53,23.12
300151,18,888.85,2,725.81,140.55,22.49
300151,19,890.03,1,731.64,136.54,21.85
