credito_id,precio,enganche_porcentaje,tasa_interes_anual,plazo_meses,fecha_inicio,max_atraso_dias,supera_90_dias,credito_vigente,edad,estado_civil,estado_civil_binario,vivienda_no_propia,tipo_vivienda_binario,ingresos_mensuales,gastos_mensuales,dependientes_economicos,escolaridad_licenciatura,credito_max_otorgado,creditos_activos,atraso_max_otras_instituciones,score_crediticio
1250,22000,0.4,120,12,30/01/2023,37,0,0,59,soltero,1,0,0,24122.655205178467,13471.634264111648,4,0,98168.91559997939,1,50,633
1251,34000,0.1,60,12,05/02/2023,20,0,0,63,soltero,0,0,1,36625.278047490334,17088.816351978494,4,0,,,,
1252,22000,0.3,60,6,29/07/2022,10,0,0,44,divorciado,1,0,0,33698.16156,21802.495735055745,2,1,,,,
1253,22000,0.2,120,18,19/06/2023,44,1,1,65,soltero,0,1,1,23049.971642135126,17605.21151527619,2,1,32442.75207715668,3,45,505
1254,60000,0.4,80,6,17/06/2023,99,1,0,43,soltero,1,0,1,16776.91267,16776.91267,3,1,,,,
1255,60000,0.2,120,18,09/02/2023,129,0,0,30,soltero,0,1,1,39029.57251481782,18691.50472,2,0,57520.89793160946,1,25,578
1256,22000,0.4,60,24,06/05/2023,26,0,1,40,divorciado,0,0,0,38254.783041377115,25283.72096984751,4,1,,,,
1257,45000,0.3,120,18,30/05/2023,25,1,1,58,casado,1,1,1,25979.477730913415,23486.208272984404,3,0,76281.24641938988,2,14,614
1258,60000,0.4,60,6,10/01/2023,56,0,0,35,casado,1,1,1,5000,2134.044467773688,2,0,91025.97486335269,2,19,512
1259,34000,0.1,80,12,04/11/2022,19,1,0,57,divorciado,1,0,1,5000,5000,1,0,,,,
1260,15000,0.4,120,18,05/02/2023,38,0,0,43,casado,0,0,0,33200.35929745918,16489.19085,1,0,72671.69678550595,1,15,522
1261,60000,0.3,80,24,18/10/2022,35,1,1,34,union libre,1,1,1,17990.93781934954,8915.242436,3,1,42613.203591468045,3,40,442
1262,45000,0.1,80,12,24/07/2022,53,0,0,46,union libre,0,0,0,14749.033627967701,4451.605522238281,1,0,69767.19716543726,1,9,598
1263,60000,0.2,80,12,30/10/2022,154,0,0,50,soltero,0,0,0,24976.799471031136,16781.38146495052,0,0,,,,
1264,60000,0.4,60,6,29/08/2022,36,0,0,42,union libre,1,0,0,17602.618913571532,6919.977446774607,1,0,,,,
1265,45000,0.3,80,18,21/11/2022,69,1,0,60,divorciado,1,1,1,29148.37800279238,12539.619101487338,4,0,,,,
1266,45000,0.1,60,6,30/08/2022,0,1,0,37,casado,1,0,1,5000,4165.022718849103,2,0,,,,
1267,15000,0.2,120,6,26/03/2023,35,0,0,45,casado,1,0,0,33220.45874555809,15724.871501953723,0,1,,,,
1268,45000,0.4,80,6,28/09/2022,58,0,0,25,soltero,0,1,1,45376.309628604955,29308.710501321628,0,0,,,,
1269,60000,0.2,60,18,12/06/2023,43,0,1,26,casado,0,0,0,16935.78494199561,5989.884791,2,0,90311.95412689469,2,63,505
1270,45000,0.1,120,18,22/06/2023,20,1,1,45,divorciado,1,1,1,5000,5000,1,1,25938.866845206885,1,59,475
1271,22000,0.3,120,18,21/08/2022,161,0,0,28,casado,1,0,0,18580.561455329575,9328.442491,0,0,50041.70063,4,28,750
1272,22000,0.2,60,12,18/02/2023,177,0,0,33,casado,0,0,0,16949.680237549306,9495.280121815229,4,0,38007.73933,1,82,750
1273,22000,0.1,120,24,22/03/2023,112,0,1,37,casado,1,0,0,30604.93571597247,21793.68166477709,2,0,7564.913022099727,0,25,521
1274,60000,0.1,80,24,28/09/2022,157,1,1,58,divorciado,1,0,0,5000,5000,2,0,65153.90056058132,0,18,404
1275,60000,0.3,80,6,08/04/2023,29,0,0,36,casado,1,0,0,54091.26101465992,40638.69530267623,3,1,,,,
1276,34000,0.1,120,24,20/12/2022,45,1,1,33,casado,1,0,1,5000,5000,1,0,14544.026233308576,4,142,349
1277,60000,0.1,120,6,14/10/2022,138,1,0,59,divorciado,1,0,1,5000,5000,1,1,61725.72053949611,1,47,415
1278,15000,0.1,80,6,09/01/2023,131,0,0,29,casado,0,0,1,30920.605165191737,19406.365628690037,1,1,,,,
1279,45000,0.3,80,6,01/05/2023,0,1,0,48,casado,1,0,1,9746.351285157925,7605.880884827242,4,0,,,,
1280,60000,0.3,120,6,01/09/2022,123,0,0,45,divorciado,1,0,0,50569.25558900884,40168.44160019129,0,0,82206.24476909613,1,94,501
1281,50000,0.3,80,12,03/04/2023,40,0,0,42,union libre,0,1,1,25892.95748,13827.277174923916,2,1,,,,
1282,60000,0.1,60,6,29/01/2023,33,0,0,53,divorciado,1,0,0,25724.68711162823,12467.721451573947,1,1,,,,
1283,15000,0.1,60,24,22/06/2023,32,0,1,45,casado,1,0,0,39714.72940565464,28836.99757240984,3,1,,,,
1284,22000,0.3,60,18,28/06/2023,39,1,1,35,casado,1,1,1,27820.140968534666,14178.216241274555,3,1,66906.04457,1,28,568
1285,15000,0.1,80,24,25/04/2023,41,0,1,66,divorciado,1,0,0,5000,1592.5702431994318,0,0,,,,
1286,60000,0.1,120,18,29/03/2023,143,0,1,42,union libre,0,0,0,30982.012977595823,16166.24479989235,0,0,30251.68721566222,3,18,637
1287,50000,0.4,60,18,21/02/2023,17,1,0,43,union libre,1,0,1,46819.10800148456,21419.711201519596,0,0,,,,
1288,45000,0.2,60,18,14/07/2022,125,0,0,51,casado,1,0,0,20649.64955527494,10288.950154423683,1,0,43112.16354571992,1,26,403
1289,50000,0.2,80,18,14/03/2023,62,1,0,51,casado,1,0,1,17629.043039500382,15209.565480860238,4,0,,,,
1290,34000,0.1,120,12,12/07/2022,107,1,0,50,divorciado,0,0,1,29969.722224521254,17153.96439644938,0,1,26274.972732874106,1,27,332
1291,34000,0.1,80,18,30/07/2022,146,0,0,69,divorciado,1,0,1,37293.82611577613,24389.522847110336,1,1,,,,
1292,45000,0.3,60,12,09/01/2023,51,1,0,47,divorciado,0,1,1,5000,4995.0050243761625,3,0,44596.84172065355,1,28,580
1293,15000,0.3,80,18,28/08/2022,172,0,0,36,union libre,1,1,1,28988.888315268825,13094.613409144526,4,0,84284.70089154597,3,2,582
1294,60000,0.4,80,6,06/03/2023,18,0,0,41,divorciado,0,0,0,11401.525476884639,4806.627709602362,2,0,,,,
1295,34000,0.3,80,6,08/10/2022,47,0,0,52,union libre,1,1,1,13967.395307387607,8186.017119147264,3,0,37389.929865580256,2,6,515
1296,22000,0.4,60,24,29/11/2022,52,1,1,33,divorciado,0,0,1,29378.853473069248,14427.061553354712,1,1,17868.704267015757,1,80,486
1297,34000,0.1,120,24,25/02/2023,47,1,1,24,soltero,1,0,1,33915.94254117117,23940.780577109563,0,0,38748.390457023124,0,72,663
1298,60000,0.2,120,24,08/03/2023,44,1,1,43,divorciado,1,1,1,40131.72575861076,30642.806515731227,0,1,,,,
1299,50000,0.4,120,6,07/09/2022,34,0,0,20,union libre,1,1,1,43856.527675480655,22394.670904579205,1,0,19555.702718460907,0,28,626
1300,34000,0.4,80,24,21/02/2023,41,0,1,34,casado,1,0,0,27870.102997489957,8717.448005,1,0,,,,
1301,45000,0.4,120,12,20/09/2022,26,1,0,54,casado,1,0,1,7290.476457854793,5934.711710476484,1,0,99068.32954973179,1,60,591
1302,22000,0.3,60,24,16/03/2023,31,0,1,29,union libre,1,0,1,50958.66722337084,28863.16281071002,0,0,18002.756480213677,4,46,747
1303,45000,0.3,60,18,10/12/2022,45,1,0,27,divorciado,1,1,1,31412.27023265396,26387.251260570887,0,1,,,,
1304,22000,0.2,60,24,02/06/2023,43,0,1,40,casado,1,0,0,41997.02267747342,25174.562382101627,0,0,,,,
1305,22000,0.2,60,12,02/09/2022,82,0,0,50,casado,0,1,1,38599.25794268645,19987.669652592278,4,1,96426.24668721057,1,26,619
1306,50000,0.4,60,6,06/02/2023,40,0,0,19,casado,0,1,1,47794.673223774254,35418.69266254861,4,1,79818.93503048367,0,25,624
1307,22000,0.3,120,6,08/01/2023,126,0,0,49,soltero,0,0,0,7143.844768390645,2846.8058844805505,0,0,60603.332083429974,1,15,669
1308,60000,0.1,80,6,15/10/2022,17,0,0,49,soltero,0,1,1,11791.725653274658,5656.634827773728,0,0,62343.698659499125,0,89,670
1309,45000,0.2,60,18,07/10/2022,43,0,0,51,union libre,1,0,0,16922.982593726076,9860.255785155432,3,0,21996.648787806127,0,89,625
1310,22000,0.2,60,12,14/08/2022,39,0,0,54,soltero,1,0,1,35461.501141590226,15809.968949063323,0,0,89894.60870608054,0,0,578
1311,50000,0.4,120,12,14/03/2023,19,1,0,73,divorciado,0,0,0,17400.730151004573,17400.730151004573,4,1,77312.53519,0,125,613
1312,50000,0.1,80,6,21/11/2022,0,0,0,35,divorciado,1,1,1,46923.497915601176,24689.289176177244,1,0,59539.214433286055,0,61,569
1313,34000,0.1,120,24,26/03/2023,0,0,1,41,casado,1,0,1,29750.26955233113,9694.455908821912,1,1,,,,
1314,34000,0.2,120,18,23/04/2023,0,0,1,35,divorciado,0,1,1,64780.87241218659,25137.68047,2,0,,,,
1315,15000,0.1,120,18,14/02/2023,54,0,0,40,soltero,1,0,1,55705.37127964884,31542.633617170177,0,0,,,,
1316,22000,0.2,80,18,15/09/2022,38,0,0,58,viudo,0,0,0,32087.31858801085,18451.109836714582,0,0,86922.25044250826,0,56,688
1317,22000,0.2,120,12,10/07/2022,41,0,0,23,union libre,1,0,0,9626.807621885146,7625.126052797772,3,0,32349.061909820586,4,4,669
1318,22000,0.1,120,6,04/04/2023,0,0,0,29,divorciado,0,0,1,40335.46764417396,24200.603322264033,4,0,,,,
1319,50000,0.2,60,24,05/01/2023,0,1,1,61,casado,1,1,1,7830.630312682217,7830.630312682217,2,1,32960.33433589744,1,24,316
1320,60000,0.2,80,6,02/02/2023,20,1,0,61,union libre,1,0,1,8717.487772952974,7375.809148737415,3,0,,,,
1321,15000,0.3,120,6,16/12/2022,171,1,0,47,casado,1,0,1,7182.962454,6874.691952249862,4,0,,,,
1322,45000,0.4,60,6,20/09/2022,14,1,0,55,union libre,1,1,1,14815.768558677497,13624.35104296806,0,1,,,,
1323,34000,0.2,60,12,11/08/2022,36,0,0,44,soltero,1,0,0,38289.432763852776,28044.71168562938,1,1,,,,
1324,15000,0.1,60,18,12/07/2022,55,1,0,71,casado,1,1,1,16858.792857545515,12249.837319441833,0,0,78416.15447579074,3,72,538
1325,15000,0.3,60,12,10/08/2022,38,0,0,40,soltero,1,1,1,14861.782411774855,7748.808645655086,0,0,,,,
1326,34000,0.3,120,12,08/08/2022,29,0,0,52,casado,0,0,0,25564.335800091438,15060.035110322005,2,0,,,,
1327,15000,0.3,80,18,26/06/2023,20,1,1,78,union libre,1,0,1,5000,4623.928946214302,0,1,15787.804617598282,0,57,501
1328,22000,0.3,60,18,18/03/2023,39,0,0,47,union libre,0,1,1,36027.867579535356,13364.20559018842,0,0,16811.788425270068,3,124,680
1329,50000,0.2,80,24,03/07/2022,51,0,0,40,divorciado,0,0,0,5000,3352.961063132254,1,0,,,,
1330,60000,0.1,60,18,19/01/2023,138,0,0,48,soltero,1,0,0,26478.932744791862,15000.820663831775,0,0,,,,
1331,22000,0.4,120,24,18/06/2023,40,0,1,35,casado,1,0,1,20309.863377410114,10148.055541330841,0,0,84235.91244144006,1,76,639
1332,34000,0.4,60,6,17/03/2023,136,0,0,68,casado,0,1,1,38182.159269591975,22138.750990059474,0,0,78141.31673880033,1,8,575
1333,22000,0.1,80,24,14/11/2022,25,1,1,51,divorciado,1,0,1,5000,5000,3,0,30286.5045,2,42,531
1334,15000,0.4,120,12,22/03/2023,31,0,0,36,soltero,1,0,0,17250.276273710744,8866.277294778749,2,0,55723.60701923131,1,32,652
1335,50000,0.2,60,18,23/01/2023,26,0,0,29,casado,1,1,1,35946.39633,21971.24984151565,3,0,,,,
1336,34000,0.3,80,18,04/08/2022,44,0,0,53,casado,1,0,0,36743.917133223986,15178.79410341548,3,0,21423.993128859347,0,49,504
1337,34000,0.2,80,6,02/05/2023,97,1,0,63,divorciado,1,1,1,5000,5000,4,0,38368.830143597894,1,41,579
1338,34000,0.3,60,6,17/11/2022,42,0,0,34,soltero,0,1,1,38831.45053286008,21765.239885277704,0,0,91003.02919196733,4,42,688
1339,50000,0.4,120,18,28/07/2022,32,1,0,55,soltero,1,1,1,59588.83865683507,47912.702665371035,4,1,50499.57700186887,1,155,568
1340,22000,0.2,120,12,21/10/2022,36,1,0,34,soltero,1,0,1,5000,5000,1,0,107823.66257867006,0,136,515
1341,22000,0.2,120,24,29/03/2023,18,1,1,56,casado,1,1,1,5000,5000,0,1,89881.37233666901,4,48,558
1342,60000,0.3,120,24,01/06/2023,38,0,1,45,divorciado,0,0,0,30831.674928087235,12262.768561741983,2,0,76193.56792618777,1,9,461
1343,22000,0.1,60,6,11/10/2022,39,0,0,60,casado,0,1,1,9273.756954,6197.845531686105,1,0,,,,
1344,15000,0.2,80,6,15/08/2022,0,0,0,30,divorciado,1,0,0,26118.946472568085,13303.399849343725,0,0,14116.748853197085,1,37,518
1345,45000,0.4,80,12,26/10/2022,11,0,0,24,soltero,1,1,1,22424.32237974895,13394.355906323502,0,0,82388.61653783645,0,10,478
1346,60000,0.2,120,12,24/03/2023,23,0,0,29,casado,1,0,0,40384.08089887223,14281.129347674343,1,1,28995.43636989016,1,9,740
1347,50000,0.1,60,6,13/06/2023,29,0,0,23,divorciado,1,0,0,5000,3078.9599737899807,3,0,98473.48358409942,0,7,610
1348,60000,0.4,80,6,16/11/2022,91,0,0,56,union libre,0,1,1,6317.054465263402,3074.9857316750827,1,1,85579.30006128125,2,72,505
1349,50000,0.2,120,6,15/02/2023,18,0,0,58,divorciado,1,0,1,35726.47854334437,16687.65502436502,2,0,99681.32614162505,0,3,524
1350,60000,0.1,60,6,20/07/2022,58,1,0,55,union libre,0,0,1,19397.54327934629,17711.24040852792,0,0,103394.04591121199,3,52,571
1351,22000,0.4,60,18,06/08/2022,13,0,0,54,casado,0,0,0,5000,2581.076606900618,1,0,,,,
1352,34000,0.2,120,12,03/03/2023,37,0,0,41,union libre,0,0,0,52812.295273682335,33748.07009807311,0,0,,,,
1353,45000,0.4,80,24,29/01/2023,36,0,1,38,casado,0,0,0,43134.88167072098,26478.940985431756,3,0,,,,
1354,15000,0.1,120,24,20/10/2022,169,0,1,36,casado,1,0,0,19926.644599157404,7017.203274206554,4,0,,,,
1355,45000,0.3,80,18,12/09/2022,170,0,0,36,casado,1,0,1,31433.48597780666,21185.030667705323,1,0,82771.76168021005,3,15,597
1356,60000,0.2,120,18,13/08/2022,68,0,0,21,soltero,1,1,1,5000,2307.898008583941,4,0,,,,
1357,22000,0.3,60,24,16/10/2022,24,0,1,43,divorciado,1,1,1,40563.220528708574,28372.746720199662,2,0,24367.389442889427,1,15,675
1358,34000,0.3,120,24,12/08/2022,162,0,0,39,soltero,1,1,1,17305.994671991706,10449.71247481085,0,1,90014.26002548721,4,3,634
1359,60000,0.3,120,6,10/06/2023,19,1,0,59,casado,1,0,1,18701.73920730916,9680.602937176376,1,0,31053.77225503626,0,129,487
1360,60000,0.1,60,24,27/04/2023,32,0,1,41,casado,1,0,0,28351.71372903387,13556.272126198432,3,0,39672.66742095638,1,17,529
1361,15000,0.3,60,12,18/04/2023,16,0,0,38,casado,1,1,1,48123.674831022654,32038.513846467107,1,0,56354.40224175209,0,4,535
1362,45000,0.1,120,24,18/02/2023,105,1,1,34,soltero,1,0,1,30450.962340388156,20166.206447009732,1,1,97383.21844295158,0,65,603
1363,34000,0.2,60,12,19/04/2023,40,0,0,40,union libre,0,0,0,24606.845588958422,15605.059105196888,1,1,87540.26868,0,49,528
1364,45000,0.4,120,12,12/09/2022,49,0,0,48,union libre,0,0,0,21160.97211,8023.376422208793,1,1,,,,
1365,15000,0.4,80,18,21/03/2023,30,0,1,26,soltero,1,1,1,33381.65438121379,23149.787953567553,0,0,59472.69143964436,1,11,642
1366,45000,0.3,60,18,14/09/2022,102,1,0,49,soltero,1,0,1,14409.304467000064,11281.099371515244,2,1,105356.43200806527,0,37,588
1367,60000,0.2,60,24,26/09/2022,163,0,1,42,divorciado,0,0,0,26372.432625641803,16085.354540372886,2,0,,,,
1368,15000,0.2,60,6,17/10/2022,66,0,0,31,union libre,1,0,0,30090.01151077106,10752.362084023945,2,1,58114.77368329148,4,6,495
1369,45000,0.4,120,6,30/03/2023,129,1,0,45,casado,1,0,0,20263.422031378905,12156.563607409274,2,1,,,,
1370,34000,0.3,60,12,20/12/2022,25,1,0,56,union libre,1,0,1,5000,4406.168232666605,1,1,,,,
1371,22000,0.2,60,18,15/05/2023,12,0,1,26,casado,1,0,0,29136.77107322401,12735.771973674808,0,0,58843.931860548146,0,16,750
1372,15000,0.4,80,24,23/11/2022,69,1,1,56,soltero,1,1,1,10963.735532884126,9709.875715633862,3,0,,,,
1373,15000,0.1,60,6,19/02/2023,159,0,0,29,casado,0,0,0,31996.22170633583,20177.27174545938,1,0,28551.73230527345,0,30,666
1374,45000,0.1,120,6,22/12/2022,20,0,0,52,casado,1,0,0,14949.288368672413,10989.807841811074,2,1,,,,
1375,50000,0.3,80,24,26/02/2023,33,1,1,76,casado,1,1,1,9228.504627240967,8475.983850818551,0,1,60564.44042203084,0,72,602
1376,22000,0.4,120,18,14/07/2022,44,0,0,29,divorciado,1,0,0,54588.16398917597,17304.042466148436,0,1,,,,
1377,45000,0.2,80,12,13/03/2023,24,0,0,46,union libre,1,0,0,18890.975307362256,11109.215502871599,0,0,,,,
1378,22000,0.1,120,18,31/10/2022,37,0,0,31,union libre,1,0,0,37638.21695,17674.784406075923,2,1,,,,
1379,15000,0.3,60,24,07/08/2022,168,0,0,52,soltero,1,0,0,18047.002334959572,9458.329033874097,2,0,,,,
1380,45000,0.4,60,12,02/05/2023,39,0,0,24,divorciado,1,1,1,5000,3202.775534806872,2,0,,,,
1381,50000,0.4,60,18,02/08/2022,161,1,0,50,union libre,1,0,1,10888.504313984002,8606.146419223876,4,1,40628.04596711528,0,61,688
1382,50000,0.3,80,18,09/11/2022,31,0,0,29,soltero,1,0,1,39191.92771882036,12297.57282545154,0,0,,,,
1383,50000,0.3,60,24,28/04/2023,53,0,1,37,soltero,1,1,1,24994.074541556918,17112.226537453214,0,0,,,,
1384,60000,0.1,80,12,28/09/2022,18,1,0,41,divorciado,1,0,1,5000,4609.797287390197,0,0,83448.60613022232,3,54,652
1385,15000,0.3,120,24,01/04/2023,42,0,1,49,casado,1,0,1,5000,2891.746933311375,1,1,28511.327841584935,0,7,484
1386,50000,0.4,80,24,29/01/2023,47,0,1,29,soltero,1,1,1,47304.02714710278,21239.370657080613,3,0,26061.44616578449,3,1,724
1387,50000,0.2,60,18,14/07/2022,41,0,0,46,divorciado,1,0,0,29786.17484539312,15203.366818948964,3,0,73716.02944914237,1,75,630
1388,50000,0.1,60,24,23/05/2023,176,1,1,43,casado,1,1,1,21535.292172507754,17336.65568291695,1,0,,,,
1389,60000,0.3,80,24,01/03/2023,38,0,1,38,soltero,1,0,0,33474.897530976144,23042.67674151977,2,1,94902.72010725884,0,19,713
1390,60000,0.4,80,24,25/11/2022,49,0,1,41,soltero,1,0,0,12744.171238241375,6289.925101565613,3,0,80238.68969898186,0,40,748
1391,15000,0.3,60,6,24/02/2023,164,1,0,37,divorciado,0,0,1,19212.76443621388,14464.968507147843,2,0,,,,
1392,34000,0.2,60,6,06/02/2023,15,1,0,52,divorciado,0,0,0,5000,5000,0,1,34089.52907500765,0,39,383
1393,50000,0.1,80,24,30/09/2022,44,1,1,67,soltero,1,0,1,32129.945193287218,26891.40487384933,2,1,76004.60288427309,0,88,644
1394,60000,0.4,60,6,09/08/2022,94,0,0,30,soltero,1,1,1,34789.28601235484,21044.286789583857,2,0,33098.400076973136,0,19,500
1395,50000,0.3,120,6,30/09/2022,23,0,0,54,soltero,1,0,0,41109.59384292801,28266.679566890623,2,1,42394.21309709918,0,73,521
1396,50000,0.2,80,6,25/09/2022,139,0,0,57,divorciado,1,0,1,49360.07693363092,26584.22319,0,0,,,,
1397,45000,0.3,80,12,19/04/2023,47,0,0,30,soltero,0,0,0,24654.8122,10220.766858509749,1,0,13199.190491723844,1,1,556
1398,50000,0.4,60,24,25/05/2023,38,1,1,31,union libre,1,0,0,5000,5000,1,1,,,,
1399,34000,0.4,80,24,06/07/2022,42,0,0,43,divorciado,1,0,0,28412.059138872595,13943.010535928874,0,0,,,,
1400,45000,0.4,120,12,21/08/2022,33,0,0,33,casado,1,0,0,49014.28105611287,22858.215402931033,1,0,37104.52864662637,4,78,718
1401,15000,0.2,80,12,03/04/2023,145,1,0,68,union libre,1,0,1,5000,5000,0,0,65322.12500818191,1,38,466
1402,15000,0.2,60,18,04/11/2022,37,1,0,47,casado,1,1,1,15190.207661247012,12529.015565748918,1,0,48672.49989997841,1,81,538
1403,15000,0.3,120,12,26/04/2023,10,1,0,40,union libre,1,1,1,35007.47346299965,13564.718784982622,0,1,,,,
1404,15000,0.1,120,24,15/02/2023,94,0,1,26,divorciado,0,0,1,34619.664688082004,25749.430297869516,4,1,52915.632988887635,1,42,576
1405,15000,0.4,60,24,16/09/2022,37,0,0,53,casado,1,0,0,46097.08973725932,17863.192100006137,0,1,74714.70710759872,1,42,501
1406,50000,0.2,60,18,08/01/2023,20,0,0,33,union libre,1,1,1,6974.424104357764,5509.354439656558,1,0,,,,
1407,22000,0.1,120,12,29/11/2022,167,0,0,40,union libre,0,0,0,46309.26626398116,36780.39489534538,0,1,,,,
1408,22000,0.1,80,18,24/08/2022,25,0,0,51,union libre,0,0,0,20636.794867738772,10301.75428435115,0,1,87071.84115936942,3,7,611
1409,15000,0.4,60,18,04/05/2023,48,0,1,34,casado,0,1,1,5000,3969.552681580657,2,0,49300.11427364778,1,26,563
1410,50000,0.1,120,6,10/02/2023,23,0,0,39,divorciado,0,0,0,25097.880922846114,18435.253357106885,0,0,86985.26214625496,0,32,488
1411,22000,0.1,60,18,13/07/2022,98,1,0,45,soltero,1,0,1,5000,5000,2,0,,,,
1412,34000,0.2,80,18,09/06/2023,9,1,1,56,casado,1,1,1,12438.74645567096,12311.413843296956,0,0,,,,
1413,15000,0.1,120,18,20/09/2022,121,1,0,53,soltero,1,1,1,5000,5000,1,1,36104.476892680366,3,68,644
1414,50000,0.4,80,24,15/08/2022,109,1,0,50,casado,1,0,1,13589.142998558924,7075.772575118966,2,0,36796.44848154069,0,39,584
1415,45000,0.1,80,24,03/02/2023,65,0,1,40,casado,1,1,1,21376.406302361196,12661.19779255191,4,0,70328.14439896846,5,178,558
1416,60000,0.1,80,6,19/09/2022,127,0,0,35,divorciado,0,0,0,59818.821480758925,20360.447875012975,1,0,,,,
1417,50000,0.3,60,24,29/09/2022,146,1,1,29,soltero,1,0,1,15269.964116203082,9603.777757771762,3,1,,,,
1418,50000,0.3,60,12,14/01/2023,30,1,0,57,soltero,1,1,1,21067.75433,18380.29165982462,3,1,70482.70368,0,49,488
1419,22000,0.1,80,6,20/03/2023,17,0,0,62,casado,0,0,1,26578.27080712809,21192.023228694576,0,0,27233.487301756253,2,12,567
1420,22000,0.1,120,12,20/02/2023,111,0,0,29,divorciado,0,0,0,48712.842370642546,34053.60248618945,3,0,,,,
1421,60000,0.3,80,6,09/12/2022,102,0,0,30,soltero,0,0,0,37279.38700727172,20787.16124927832,2,1,58556.82721487527,2,31,628
1422,22000,0.2,60,24,22/05/2023,143,0,1,29,casado,1,1,1,52696.68230848701,39530.440887635006,0,0,17256.515546355567,3,16,627
1423,34000,0.3,120,24,21/01/2023,33,1,1,62,divorciado,1,0,1,30508.44219110402,14379.46124870968,4,1,,,,
1424,45000,0.2,80,24,13/06/2023,36,1,1,55,soltero,1,1,1,12714.014440604693,11273.174752936306,0,1,53946.49650421872,3,51,560
1425,15000,0.3,80,6,16/07/2022,31,0,0,38,divorciado,0,0,0,40943.52834031817,19479.967126292104,1,0,58398.41748466435,0,2,489
1426,45000,0.1,60,12,27/11/2022,29,0,0,28,casado,0,0,0,42211.78713050978,30846.039538116966,1,1,76186.46584179217,0,42,491
1427,22000,0.1,80,6,06/03/2023,160,1,0,46,soltero,1,0,1,28018.922404414152,20722.22802106358,2,0,15478.141140941212,1,43,571
1428,34000,0.2,120,6,13/02/2023,0,0,0,21,divorciado,1,0,1,36021.09543440034,28101.39480511687,2,0,,,,
1429,15000,0.4,80,24,03/02/2023,49,0,1,41,casado,0,0,0,9847.300337795397,7211.5618250456155,0,1,33689.51797189944,0,87,649
1430,15000,0.3,80,6,11/07/2022,25,0,0,50,divorciado,0,0,0,29561.90869372316,21992.549654891103,1,0,,,,
1431,50000,0.2,120,18,14/11/2022,145,0,0,24,divorciado,0,1,1,31666.628421719368,19502.753751043598,0,0,50649.186972702766,4,34,750
1432,34000,0.3,60,18,04/03/2023,169,0,0,21,soltero,1,0,0,31064.916569572306,22260.47509787441,0,0,,,,
1433,50000,0.2,60,6,04/09/2022,29,0,0,58,union libre,1,0,0,47210.79127332712,32035.617744561896,3,0,43874.79098367455,1,31,708
1434,22000,0.3,120,24,08/05/2023,0,0,1,32,casado,0,0,0,20351.188182174992,7749.967830461153,2,0,44438.74892443407,0,11,741
1435,22000,0.3,60,6,21/08/2022,102,1,0,67,divorciado,1,1,1,15679.498091893587,13948.68628775872,1,1,104029.90763191368,2,57,585
1436,50000,0.1,60,24,28/11/2022,52,1,1,45,casado,1,0,1,11008.293753750731,8723.068098,0,0,,,,
1437,50000,0.2,60,24,11/12/2022,30,0,1,38,divorciado,0,0,0,40252.83796,29574.88958073927,1,1,,,,
1438,45000,0.2,120,6,07/10/2022,40,0,0,45,union libre,1,1,1,57152.205249451436,19030.249808854438,0,1,35787.90721112078,1,67,592
1439,22000,0.1,60,6,10/12/2022,0,1,0,41,soltero,1,0,1,32346.057816173852,28002.351675518938,2,0,62043.26853807088,3,42,365
1440,60000,0.2,60,24,28/03/2023,38,0,1,41,casado,0,0,0,38343.49822488433,19183.763398411633,0,0,,,,
1441,22000,0.4,120,24,16/10/2022,51,0,1,35,casado,0,0,0,14702.532887460304,5665.101708418818,1,0,42484.65327900419,2,27,470
1442,50000,0.1,80,24,21/09/2022,34,1,1,33,divorciado,1,0,1,5000,5000,1,1,65475.93356803923,1,43,513
1443,22000,0.2,120,12,12/05/2023,180,0,0,44,soltero,1,1,1,33835.59312630834,10919.185531609712,4,0,18842.534326470137,2,39,671
1444,34000,0.3,80,6,25/11/2022,21,0,0,36,divorciado,1,0,1,27202.32735846598,14554.681889026158,0,0,13889.781153378512,4,9,581
1445,45000,0.2,120,6,25/06/2023,140,0,0,38,divorciado,1,0,0,36905.02201197042,25284.131158726388,0,0,20894.42560796896,0,10,718
1446,15000,0.2,80,12,16/03/2023,77,1,0,37,divorciado,1,0,0,5000,5000,4,1,,,,
1447,22000,0.4,80,18,13/10/2022,55,0,0,59,casado,0,0,0,51043.80464034414,28810.008180882975,1,1,,,,
1448,60000,0.3,120,6,03/11/2022,26,0,0,50,union libre,1,0,1,12057.342530778133,7839.762584588941,2,0,92848.55955125467,1,14,530
1449,45000,0.3,60,24,01/09/2022,60,0,0,51,soltero,0,0,1,27059.845215104713,20998.120864893965,2,0,,,,
1450,50000,0.2,120,18,23/05/2023,120,0,1,36,casado,1,0,1,24129.754593495352,8478.021119,1,0,,,,
1451,50000,0.2,60,6,04/01/2023,35,0,0,19,casado,1,1,1,46465.46805539048,17592.446606077116,0,0,83398.19278009691,1,101,750
1452,15000,0.2,120,6,21/03/2023,23,0,0,63,casado,1,0,0,26533.23515385592,14710.96610872545,0,0,48381.44985627566,1,25,486
1453,22000,0.1,120,6,17/09/2022,162,0,0,39,casado,0,0,0,21329.81407256393,10861.940779446139,2,0,,,,
